SP;nom_sc;nom_fr;ID_TAXON;;
AMPQUI;Amphispiza quinquestriata;Bruant pentaligne;17849;;
AMPRUB;Ampelion rubrocristata;Cotinga à huppe rouge;12274;;
AMPRUF;Ampelion rufaxilla;Cotinga à tête rousse;12275;;
AMPSEE;Amphilais seebohmi;Amphilaïs tachetée;16018;;
AMPTSC;Ampelioides tschudii;Cotinga écaillé;12291;;
AMYBAR;Amytornis barbatus;Amytis gris;13227;;
AMYDOR;Amytornis dorotheae;Amytis de Dorothy;13229;;
AMYGOY;Amytornis goyderi;Amytis de l'Eyre;13231;;
AMYHOU;Amytornis housei;Amytis noir;13234;;
AMYPUR;Amytornis purnelli;Amytis de Purnell;13233;;
AMYSTR;Amytornis striatus;Amytis strié;13230;;
AMYTEX;Amytornis textilis;Amytis natté;13232;;
AMYWOO;Amytornis woodwardi;Amytis à gorge blanche;13228;;
ANAACU;Anas acuta;Canard pilet;7256;;
ANAAGI;Anairetes agilis;Taurillon agile;11825;;
ANAAGR;Anairetes agraphia;Taurillon uni;11826;;
ANAALP;Anairetes alpinus;Taurillon gris;11824;;
ANAAME;Anas americana;Canard d'Amérique;7224;;
ANAAUC;Anas aucklandica;Sarcelle brune;7239;;
ANABAH;Anas bahamensis;Canard des Bahamas;7259;;
ANABER;Anas bernieri;Sarcelle de Bernier;7234;;
ANACAP;Anas capensis;Canard du Cap;7229;;
ANACAS;Anas castanea;Sarcelle rousse;7238;;
ANACLY;Anas clypeata;Canard souchet;7270;;
ANACRE;Anas crecca;Sarcelle d'hiver;1010;;
ANACRECAR;Anas (crecca) carolinensis;Sarcelle à ailes vertes;7231;;
ANACYA;Anas cyanoptera;Sarcelle cannelle;7266;;
ANADES;Anas specularoides;Canard huppé;7254;;
ANADIS;Anas discors;Sarcelle à ailes bleues;7265;;
ANAEAT;Anas eatoni;Canard d'Eaton;7257;;
ANAEPS;Anaplectes rubriceps;Tisserin écarlate;17297;;
ANAERA;Anas strepera;Canard chipeau;7228;;
ANAERY;Anas erythrorhyncha;Canard à bec rouge;7260;;
ANAFAL;Anas falcata;Canard à faucilles;7227;;
ANAFER;Anairetes fernandezianus;Taurillon de Juan Fernandez;11830;;
ANAFOR;Anas formosa;Sarcelle élégante;7230;;
ANAFRO;Anarhynchus frontalis;Pluvier anarhynque;8607;;
ANAFUL;Anas fulvigula;Canard brun;7245;;
ANAFUS;Anabaxenops fuscus;Anabate à col blanc;12928;;
ANAGEO;Anas georgica;Canard à queue pointue;7258;;
ANAGIB;Anas gibberifrons;Sarcelle grise;7235;;
ANAGRA;Anas gracilis;Sarcelle australasienne;7237;;
ANAHOS;Anas platyrhynchos;Canard colvert;7241;;
ANAHOT;Anas hottentota;Sarcelle hottentote;7263;;
ANAIFL;Anairetes flavirostris;Taurillon à bec jaune;11829;;
ANALAM;Anastomus lamelligerus;Bec-ouvert africain;7070;;
ANALAY;Anas laysanensis;Canard de Laysan;7243;;
ANALEA;Anas platalea;Canard spatule;7267;;
ANALIS;Anabacerthia striaticollis;Anabate montagnard;12910;;
ANALUZ;Anas luzonica;Canard des Philippines;7251;;
ANAMEL;Anas melleri;Canard de Meller;7248;;
ANANIG;Anairetes nigrocristatus;Taurillon à cimier noir;11827;;
ANANUS;Anthracoceros malayanus;Calao charbonnier;11101;;
ANAOSC;Anastomus oscitans;Bec-ouvert indien;7069;;
ANAPAR;Anairetes parulus;Taurillon mésange;11831;;
ANAPEN;Anas penelope;Canard siffleur;7223;;
ANAPES;Anas rubripes;Canard noir;7246;;
ANAPOE;Anas poecilorhyncha;Canard à bec tacheté;7249;;
ANAPUN;Anas puna;Sarcelle du puna;7261;;
ANAQUE;Anas querquedula;Sarcelle d'été;7264;;
ANAREG;Anairetes reguloides;Taurillon roitelet;11828;;
ANARHY;Anas rhynchotis;Canard bridé;7269;;
ANARIS;Anas specularis;Canard à lunettes;7255;;
ANASFL;Anas flavirostris;Sarcelle tachetée;7232;;
ANASIB;Anas sibilatrix;Canard de Chiloé;7226;;
ANASMI;Anas smithii;Canard de Smith;7268;;
ANASPA;Anas sparsa;Canard noirâtre;7253;;
ANASSP;Anas;;1009;;
ANASUP;Anas superciliosa;Canard à sourcils;7252;;
ANAUND;Anas undulata;Canard à bec jaune;7247;;
ANAVAR;Anabacerthia variegaticeps;Anabate à lunettes;12909;;
ANAVER;Anas versicolor;Sarcelle bariolée;7262;;
ANAWYV;Anas wyvilliana;Canard des Hawaï;7244;;
ANCSTR;Ancistrops strigilatus;Anabate à bec crochu;12899;;
ANDAEQ;Androdon aequatorialis;Colibri d'Équateur;10428;;
ANDANS;Andropadus ansorgei;Bulbul d'Ansorge;15722;;
ANDCHL;Andropadus chlorigula;Bulbul à gorge verte;15729;;
ANDCUC;Andigena cucullata;Toucan à capuchon;11362;;
ANDCUR;Andropadus curvirostris;Bulbul curvirostre;15723;;
ANDDIS;Androphobus viridis;Androphobe vert;13732;;
ANDENS;Andropadus virens;Bulbul verdâtre;15719;;
ANDHAL;Andropadus hallae;Bulbul de Hall;15720;;
ANDHYP;Andigena hypoglauca;Toucan bleu;11361;;
ANDIMP;Andropadus importunus;Bulbul importun;15725;;
ANDKAK;Andropadus kakamegae;Bulbul de Kakamega;15717;;
ANDLAM;Andigena laminirostris;Toucan montagnard;11360;;
ANDLAT;Andropadus latirostris;Bulbul à moustaches jaunes;15726;;
ANDLIS;Andropadus gracilis;Bulbul gracile;15721;;
ANDMAS;Andropadus masukuensis;Bulbul des Masuku;15718;;
ANDMIL;Andropadus milanjensis;Bulbul montagnard;15731;;
ANDMON;Andropadus montanus;Bulbul concolore;15716;;
ANDNIG;Andigena nigrirostris;Toucan à bec noir;11363;;
ANDOLI;Andropadus olivaceiceps;Bulbul à tête olive;15730;;
ANDRIS;Andropadus gracilirostris;Bulbul à bec grêle;15724;;
ANDTEP;Andropadus tephrolaemus;Bulbul à gorge grise;15727;;
ANHANH;Anhinga anhinga;Anhinga d'Amérique;6904;;
ANHCOR;Anhima cornuta;Kamichi cornu;7112;;
ANHMEL;Anhinga melanogaster;Anhinga roux;6906;;
ANHNOV;Anhinga novaehollandiae;Anhinga d'Australie;6907;;
ANHRUF;Anhinga rufa;Anhinga d'Afrique;6905;;
ANIIGN;Anisognathus igniventris;Tangara à ventre rouge;18260;;
ANILAC;Anisognathus lacrymosus;Tangara larmoyant;18259;;
ANIMEL;Anisognathus melanogenys;Tangara des Santa Marta;18258;;
ANINOT;Anisognathus notabilis;Tangara à menton noir;18262;;
ANISOM;Anisognathus somptuosus;Tangara à nuque jaune;18261;;
ANNSIS;Anthreptes malacensis;Souimanga à gorge brune;16922;;
ANOGAL;Anorrhinus galeritus;Calao largup;11111;;
ANOGLA;Anodorhynchus glaucus;Ara glauque;9508;;
ANOHYA;Anodorhynchus hyacinthinus;Ara hyacinthe;9506;;
ANOIMB;Anomalospiza imberbis;Anomalospize parasite;17330;;
ANOLEA;Anodorhynchus leari;Ara de Lear;9507;;
ANOMIN;Anous minutus;Noddi noir;8810;;
ANOSTO;Anous stolidus;Noddi brun;8809;;
ANOTEN;Anous tenuirostris;Noddi marianne;8811;;
ANOTIC;Anorrhinus tickelli;Calao brun;11110;;
ANSALB;Anser albifrons;Oie rieuse;7155;;
ANSALBALB;Anser albifrons albifrons;;18791;;
ANSALBFLA;Anser albifrons flavirostris;;18792;;
ANSANS;Anser anser;Oie cendrée;7157;;
ANSANSANS;Anser anser anser;;18793;;
ANSANSRUB;Anser anser rubrirostris;;18794;;
ANSBRA;Anser brachyrhynchus;Oie à bec court;7153;;
ANSCAE;Anser caerulescens;Oie des neiges;7159;;
ANSCAEATL;Anser caerulescens atlanticus;;18795;;
ANSCAECAE;Anser caerulescens caerulescens;;18796;;
ANSCAN;Anser canagica;Oie empereur;7161;;
ANSCYG;Anser cygnoides;Oie cygnoïde;7152;;
ANSERY;Anser erythropus;Oie naine;7156;;
ANSFAB;Anser fabalis;Oie des moissons;7154;;
ANSFABFAB;Anser fabalis fabalis;;18797;;
ANSFABJOH;Anser fabalis johanseni;;18798;;
ANSFABROS;Anser fabalis rossicus;;18799;;
ANSIND;Anser indicus;Oie à tête barrée;7158;;
ANSROS;Anser rossii;Oie de Ross;7160;;
ANSSEM;Anseranas semipalmata;Canaroie semipalmée;7117;;
ANSSPE;Anser;;7151;;
ANTALB;Anthracoceros albirostris;Calao pie;11099;;
ANTANC;Anthreptes anchietae;Souimanga d'Anchieta;16920;;
ANTANT;Anthus antarcticus;Pipit antarctique;17172;;
ANTATA;Anthochaera carunculata;Méliphage barbe-rouge;13451;;
ANTAUR;Anthreptes aurantium;Souimanga à queue violette;16929;;
ANTAXI;Anthreptes axillaris;Souimanga à tête grise;16918;;
ANTBAN;Anthus bannermani;Pipit de Bannerman;17153;;
ANTBER;Anthus berthelotii;Pipit de Berthelot;17152;;
ANTBOG;Anthus bogotensis;Pipit du paramo;17176;;
ANTBRA;Anthus brachyurus;Pipit à queue courte;17157;;
ANTCAF;Anthus caffer;Pipit cafre;17158;;
ANTCER;Anthus cervinus;Pipit à gorge rousse;17164;;
ANTCHA;Anthus chacoensis;Pipit du chaco;17178;;
ANTCHL;Anthus chloris;Pipit à gorge jaune;17137;;
ANTCHR;Anthochaera chrysoptera;Méliphage à gouttelettes;13450;;
ANTCIN;Anthus cinnamomeus;Pipit africain;17140;;
ANTCOL;Anthreptes collaris;Souimanga à collier;16934;;
ANTCRE;Anthus crenatus;Pipit des rochers;17139;;
ANTDAE;Anthus melindae;Pipit de Melinda;17149;;
ANTDIS;Anthracothorax viridis;Mango vert;10466;;
ANTDOM;Anthracothorax dominicus;Mango doré;10465;;
ANTENS;Anthus rubescens;Pipit d'Amérique;17168;;
ANTERA;Anthus correndera;Pipit correndera;17171;;
ANTFLA;Anthoscopus flavifrons;Rémiz à front jaune;15474;;
ANTFLO;Anthocephala floriceps;Colibri à tête rose;10626;;
ANTFRA;Anthreptes fraseri;Souimanga de Fraser;16917;;
ANTFUR;Anthus furcatus;Pipit à plastron;17174;;
ANTGAB;Anthreptes gabonicus;Souimanga brun;16925;;
ANTGAL;Antilophia galeata;Manakin casqué;12378;;
ANTGOD;Anthus godlewskii;Pipit de Godlewski;17151;;
ANTGUS;Anthus gustavi;Pipit de la Petchora;17162;;
ANTGUT;Anthus gutturalis;Pipit de Nouvelle-Guinée;17180;;
ANTHEL;Anthus hellmayri;Pipit de Hellmayr;17175;;
ANTHER;Anthreptes pallidigaster;Souimanga d'Amani;16930;;
ANTHIS;Anthus pallidiventris;Pipit à longues pattes;17148;;
ANTHOD;Anthus hodgsoni;Pipit à dos olive;17161;;
ANTHOE;Anthus hoeschi;Pipit alticole;17142;;
ANTLAT;Anthus latistriatus;Pipit à raies larges;17154;;
ANTLEU;Anthus leucophrys;Pipit à dos uni;17146;;
ANTLEX;Anthreptes simplex;Souimanga modeste;16921;;
ANTLIN;Anthus lineiventris;Pipit de Sundevall;17138;;
ANTLIS;Anthus similis;Pipit à long bec;17155;;
ANTLLA;Anthoscopus sylviella;Rémiz du Roungoué;15476;;
ANTLON;Anthreptes longuemarei;Souimanga violet;16926;;
ANTLUN;Anthochaera lunulata;Méliphage mineur;13449;;
ANTLUS;Anthoscopus parvulus;Rémiz à ventre jaune;15472;;
ANTLUT;Anthus lutescens;Pipit jaunâtre;17177;;
ANTMAN;Anthracothorax mango;Mango de la Jamaïque;10464;;
ANTMAR;Anthracoceros marchei;Calao de Palawan;11102;;
ANTMET;Anthreptes metallicus;Souimanga du Nil;16936;;
ANTMIN;Anthoscopus minutus;Rémiz minute;15477;;
ANTMON;Anthracoceros montani;Calao des Sulu;11103;;
ANTMUS;Anthoscopus musculus;Rémiz souris;15473;;
ANTNAT;Anthus nattereri;Pipit ocré;17179;;
ANTNEG;Anthreptes neglectus;Souimanga des Uluguru;16928;;
ANTNIG;Anthracothorax nigricollis;Mango à cravate noire;10463;;
ANTNIL;Anthus nilghiriensis;Pipit des Nilgiri;17170;;
ANTNOV;Anthus novaeseelandiae;Pipit austral;17145;;
ANTNUS;Anthus sylvanus;Pipit montagnard;17169;;
ANTNYA;Anthus nyassae;Pipit forestier;17156;;
ANTOLI;Anthoscopus caroli;Rémiz de Carol;15475;;
ANTORI;Anthreptes orientalis;Souimanga du Kenya;16927;;
ANTOXA;Anthochaera paradoxa;Méliphage à pendeloques;13452;;
ANTPET;Anthus petrosus;Pipit maritime;17166;;
ANTPETLIT;Anthus petrosus littoralis;;18800;;
ANTPLA;Anthreptes platurus;Souimanga pygmée;16935;;
ANTPRA;Anthus pratensis;Pipit farlouse;17163;;
ANTPRE;Anthracothorax prevostii;Mango de Prévost;10462;;
ANTPUN;Anthoscopus punctifrons;Rémiz du Soudan;15471;;
ANTREC;Anthreptes rectirostris;Souimanga à bec droit;16931;;
ANTREI;Anthreptes reichenowi;Souimanga de Reichenow;16919;;
ANTRHO;Anthreptes rhodolaema;Souimanga à gorge rouge;16923;;
ANTRIC;Anthus richardi;Pipit de Richard;17143;;
ANTRIS;Anthus campestris;Pipit rousseline;17150;;
ANTROS;Anthus roseatus;Pipit rosé;17165;;
ANTRUF;Anthus rufulus;Pipit rousset;17144;;
ANTSHA;Anthus sharpei;Pipit de Sharpe;17136;;
ANTSIN;Anthreptes singalensis;Souimanga à joues rubis;16924;;
ANTSIS;Anthus cameroonensis;Pipit du Cameroun;17141;;
ANTSOK;Anthus sokokensis;Pipit de Sokoke;17159;;
ANTSPE;Anthus;;17135;;
ANTSPI;Anthus spinoletta;Pipit spioncelle;17167;;
ANTSPISPI;Anthus spinoletta spinoletta;Pipit spioncelle type;18924;;
ANTSPR;Anthus spragueii;Pipit de Sprague;17173;;
ANTTRI;Anthus trivialis;Pipit des arbres;17160;;
ANTTUS;Anthracoceros coronatus;Calao de Malabar;11098;;
ANTUES;Anthreptes rubritorques;Souimanga à col rouge;16933;;
ANTULA;Anthracothorax viridigula;Mango à cravate verte;10461;;
ANTURA;Anthornis melanura;Méliphage carillonneur;13445;;
ANTVAA;Anthus vaalensis;Pipit du Vaal;17147;;
ANUANN;Anumbius annumbi;Annumbi fagoteur;12863;;
ANUCAS;Anurolimnas castaneiceps;Râle à masque rouge;8180;;
ANUFAS;Anurolimnas fasciatus;Râle fascié;8182;;
ANUMON;Anurophasis monorthonyx;Caille de montagne;7997;;
ANUVIR;Anurolimnas viridis;Râle kiolo;8181;;
APAAEQ;Apaloderma aequatoriale;Trogon à joues jaunes;10830;;
APAALT;Apalis alticola;Apalis à tête brune;16226;;
APAARG;Apalis argentea;Apalis de Moreau;16217;;
APABAM;Apalis bamendae;Apalis du Bamenda;16218;;
APABIN;Apalis binotata;Apalis masquée;16210;;
APACHI;Apalis chirindensis;Apalis de Chirinda;16224;;
APACIN;Apalis cinerea;Apalis cendrée;16225;;
APAFAM;Apalopteron familiare;Méliphage des Bonin;13343;;
APAFLA;Apalis flavida;Apalis à gorge jaune;16212;;
APAGOS;Apalis goslingi;Apalis de Gosling;16219;;
APAINI;Apalis chapini;Apalis de Chapin;16222;;
APAJAC;Apalis jacksoni;Apalis à gorge noire;16208;;
APAKAB;Apalis kaboboensis;Apalis du Kabobo;16221;;
APAKAR;Apalis karamojae;Apalis du Karamoja;16227;;
APAMEL;Apalis melanocephala;Apalis à tête noire;16223;;
APANAR;Apaloderma narina;Trogon narina;10829;;
APANIG;Apalis nigriceps;Apalis à calotte noire;16207;;
APAONS;Apalis rufifrons;Apalis à front roux;16228;;
APAPER;Apalis personata;Apalis à face noire;16211;;
APAPOR;Apalis porphyrolaema;Apalis à gorge marron;16220;;
APAPUL;Apalis pulchra;Apalis à col noir;16204;;
APARIS;Apalis rufogularis;Apalis à gorge rousse;16216;;
APARUD;Apalis ruddi;Apalis de Rudd;16214;;
APARUW;Apalis ruwenzorii;Apalis du Ruwenzori;16205;;
APASHA;Apalis sharpei;Apalis de Sharpe;16215;;
APASSA;Apalis chariessa;Apalis à ailes blanches;16209;;
APATHO;Apalis thoracica;Apalis à collier;16206;;
APAVIR;Apalis viridiceps;Apalis à queue brune;16213;;
APAVIT;Apaloderma vittatum;Trogon à queue barrée;10831;;
APHAUD;Aphanotriccus audax;Moucherolle à bec noir;12001;;
APHCAL;Aphelocoma californica;Geai buissonnier;13851;;
APHCAP;Aphanotriccus capitalis;Moucherolle à poitrine fauve;12000;;
APHCIR;Aphantochroa cirrhochloris;Colibri vert et gris;10611;;
APHCOE;Aphelocoma coerulescens;Geai à gorge blanche;13852;;
APHINS;Aphelocoma insularis;Geai de Santa Cruz;13850;;
APHLEU;Aphelocephala leucopsis;Gérygone blanchâtre;13554;;
APHMAS;Aphrastura masafuerae;Synallaxe de Masafuera;12727;;
APHNIG;Aphelocephala nigricincta;Gérygone à collier noir;13556;;
APHPEC;Aphelocephala pectoralis;Gérygone à collier roux;13555;;
APHSPI;Aphrastura spinicauda;Synallaxe rayadito;12726;;
APHULT;Aphelocoma ultramarina;Geai du Mexique;13853;;
APHUNI;Aphelocoma unicolor;Geai unicolore;13854;;
APHVIR;Aphriza virgata;Bécasseau du ressac;8498;;
APLATR;Aplonis atrifusca;Stourne de Samoa;15123;;
APLBRU;Aplonis brunneicapilla;Stourne aux yeux blancs;15143;;
APLCAN;Aplonis cantoroides;Stourne chanteur;15132;;
APLCEA;Aplonis mystacea;Stourne de Grant;15142;;
APLCIN;Aplonis cinerascens;Stourne de Rarotonga;15126;;
APLCOR;Aplonis corvina;Stourne de Kusaie;15124;;
APLCRA;Aplonis crassa;Stourne des Tanimbar;15131;;
APLDIC;Aplonis dichroa;Stourne de San Cristobal;15136;;
APLFEA;Aplonis feadensis;Stourne des Fead;15133;;
APLFUS;Aplonis fusca;Stourne de Norfolk;15129;;
APLGRA;Aplonis grandis;Stourne des Salomon;15135;;
APLINS;Aplonis insularis;Stourne de Rennell;15134;;
APLMAG;Aplonis magna;Stourne à longue queue;15141;;
APLMAV;Aplonis mavornata;Stourne mystérieux;15125;;
APLMET;Aplonis metallica;Stourne luisant;15140;;
APLMIN;Aplonis minor;Stourne à queue courte;15138;;
APLOPA;Aplonis opaca;Stourne de Micronésie;15130;;
APLPAN;Aplonis panayensis;Stourne bronzé;15139;;
APLPEL;Aplonis pelzelni;Stourne de Ponapé;15122;;
APLSAN;Aplonis santovestris;Stourne d'Espiritu Santo;15121;;
APLSIS;Aplonis mysolensis;Stourne des Moluques;15137;;
APLSTR;Aplonis striata;Stourne calédonien;15128;;
APLSTRSTR;Aplonis striata striata;Stourne calédonien;18973;;
APLTAB;Aplonis tabuensis;Stourne de Polynésie;15127;;
APLZEL;Aplonis zelandica;Stourne mélanésien;15120;;
APRERY;Aprosmictus erythropterus;Perruche érythroptère;9396;;
APRJON;Aprosmictus jonquillaceus;Perruche jonquille;9395;;
APTAUS;Apteryx australis;Kiwi austral;6557;;
APTFOR;Aptenodytes forsteri;Manchot empereur;6655;;
APTHAA;Apteryx haastii;Kiwi roa;6559;;
APTOWE;Apteryx owenii;Kiwi d'Owen;6558;;
APTPAT;Aptenodytes patagonica;Manchot royal;6654;;
APUACU;Apus acuticauda;Martinet de l'Assam;10384;;
APUAFF;Apus affinis;Martinet des maisons;10385;;
APUALE;Apus alexandri;Martinet du Cap-Vert;10373;;
APUAPU;Apus apus;Martinet noir;10374;;
APUBAL;Apus balstoni;Martinet malgache;10382;;
APUBAR;Apus barbatus;Martinet du Cap;10378;;
APUBAT;Apus batesi;Martinet de Bates;10390;;
APUBER;Apus berliozi;Martinet de Berlioz;10380;;
APUBRA;Apus bradfieldi;Martinet de Bradfield;10381;;
APUCAF;Apus caffer;Martinet cafre;10389;;
APUHOR;Apus horus;Martinet horus;10387;;
APUNIA;Apus niansae;Martinet du Nyanza;10376;;
APUNIP;Apus nipalensis;Martinet malais;10386;;
APUPAC;Apus pacificus;Martinet de Sibérie;10383;;
APUPAL;Apus pallidus;Martinet pâle;10377;;
APUTOU;Apus toulsoni;Martinet de Loanda;10388;;
APUUNI;Apus unicolor;Martinet unicolore;10375;;
AQUADA;Aquila adalberti;Aigle ibérique;7605;;
AQUAUD;Aquila audax;Aigle d'Australie;7610;;
AQUCHR;Aquila chrysaetos;Aigle royal;7609;;
AQUCLA;Aquila clanga;Aigle criard;7601;;
AQUGUR;Aquila gurneyi;Aigle de Gurney;7608;;
AQUHEL;Aquila heliaca;Aigle impérial;7606;;
AQUNIP;Aquila nipalensis;Aigle des steppes;7604;;
AQUPOM;Aquila pomarina;Aigle pomarin;7600;;
AQURAP;Aquila rapax;Aigle ravisseur;7602;;
AQUVER;Aquila verreauxii;Aigle de Verreaux;7611;;
AQUVIN;Aquila vindhiana;Aigle indien;7603;;
AQUWAH;Aquila wahlbergi;Aigle de Wahlberg;7607;;
ARAACU;Aratinga acuticaudata;Conure à tête bleue;9528;;
ARAAFF;Arachnothera affinis;Arachnothère à poitrine grise;17042;;
ARAAMB;Ara ambigua;Ara de Buffon;9515;;
ARAARA;Ara ararauna;Ara bleu;9512;;
ARAATA;Ara manilata;Ara macavouanne;9522;;
ARAAXI;Aramides axillaris;Râle à cou roux;8241;;
ARACAC;Aratinga cactorum;Conure des cactus;9549;;
ARACAJ;Aramides cajanea;Râle de Cayenne;8242;;
ARACAL;Aramides calopterus;Râle à ailes rouges;8246;;
ARACAN;Aratinga canicularis;Conure à front rouge;9546;;
ARACHR;Arachnothera chrysogenys;Arachnothère à joues jaunes;17040;;
ARACLA;Arachnothera clarae;Arachnothère à face nue;17041;;
ARACOU;Ara couloni;Ara de Coulon;9523;;
ARACRA;Arachnothera crassirostris;Arachnothère à bec épais;17037;;
ARACUB;Ara cubensis;Ara de Cuba;9518;;
ARAERA;Aratinga chloroptera;Conure maîtresse;9540;;
ARAERY;Aratinga erythrogenys;Conure à tête rouge;9536;;
ARAEUO;Aratinga euops;Conure de Cuba;9539;;
ARAEVE;Arachnothera everetti;Arachnothère d'Everett;17043;;
ARAFIN;Aratinga finschi;Conure de Finsch;9537;;
ARAFLA;Arachnothera flavigaster;Arachnothère à lunettes;17039;;
ARAGLA;Ara glaucogularis;Ara canindé;9513;;
ARAGLE;Aramides mangle;Râle des palétuviers;8240;;
ARAHOL;Aratinga holochlora;Conure verte;9530;;
ARAJAN;Aratinga jandaya;Conure jandaya;9542;;
ARAJUL;Arachnothera juliae;Arachnotère de Whitehead;17045;;
ARALEU;Aratinga leucophthalmus;Conure pavouane;9538;;
ARALIS;Ara auricollis;Ara à collier jaune;9525;;
ARALLA;Aratinga auricapilla;Conure à tête d'or;9543;;
ARALON;Arachnothera longirostra;Petit Arachnothère;17036;;
ARAMAC;Ara macao;Ara rouge;9516;;
ARAMAG;Arachnothera magna;Grand Arachnotère;17044;;
ARAMAR;Ara maracana;Ara d'Illiger;9524;;
ARAMIL;Ara militaris;Ara militaire;9514;;
ARAMIT;Aratinga mitrata;Conure mitrée;9535;;
ARANAN;Aratinga nana;Conure aztèque;9545;;
ARANOB;Ara nobilis;Ara noble;9526;;
ARAPER;Aratinga pertinax;Conure cuivrée;9548;;
ARAPLA;Aramidopsis plateni;Râle de Platen;8236;;
ARAREA;Aratinga aurea;Conure couronnée;9547;;
ARAROB;Arachnothera robusta;Arachnothère à long bec;17038;;
ARARUB;Ara rubrogenys;Ara de Lafresnaye;9520;;
ARARUS;Ara chloropterus;Ara chloroptère;9517;;
ARASAR;Aramides saracura;Râle saracura;8245;;
ARASEV;Ara severa;Ara vert;9521;;
ARASOL;Aratinga solstitialis;Conure soleil;9541;;
ARASTR;Aratinga strenua;Conure de Ridgway;9533;;
ARATRI;Ara tricolor;Ara d'Hispaniola;9519;;
ARAUBA;Aratinga guarouba;Conure dorée;9529;;
ARAUNA;Aramus guarauna;Courlan brun;8363;;
ARAWAG;Aratinga wagleri;Conure de Wagler;9534;;
ARAWED;Aratinga weddellii;Conure de Weddell;9544;;
ARAWOL;Aramides wolfi;Râle de Wolf;8243;;
ARAYPE;Aramides ypecaha;Râle ypécaha;8244;;
ARBARD;Arborophila ardens;Torquéole de Hainan;8018;;
ARBATR;Arborophila atrogularis;Torquéole à joues blanches;8006;;
ARBBRU;Arborophila brunneopectus;Torquéole à poitrine brune;8009;;
ARBCAM;Arborophila cambodiana;Torquéole du Cambodge;8015;;
ARBCHA;Arborophila charltonii;Torquéole à poitrine châtaine;8021;;
ARBCHL;Arborophila chloropus;Torquéole des bois;8019;;
ARBCRU;Arborophila crudigularis;Torquéole de Formose;8007;;
ARBDAV;Arborophila davidi;Torquéole de David;8014;;
ARBGIN;Arborophila gingica;Torquéole de Gingi;8013;;
ARBHYP;Arborophila hyperythra;Torquéole de Bornéo;8017;;
ARBJAV;Arborophila javanica;Torquéole de Java;8012;;
ARBMAN;Arborophila mandellii;Torquéole de Mandell;8008;;
ARBMER;Arborophila merlini;Torquéole de Merlin;8020;;
ARBORI;Arborophila orientalis;Torquéole de Sumatra;8011;;
ARBRIS;Arborophila rufogularis;Torquéole à gorge rousse;8005;;
ARBRUB;Arborophila rubrirostris;Torquéole à bec rouge;8016;;
ARBTOR;Arborophila torqueola;Torquéole à collier;8004;;
ARBTUS;Arborophila rufipectus;Torquéole de Boulton;8010;;
ARCALE;Archilochus alexandri;Colibri à gorge noire;10790;;
ARCCOL;Archilochus colubris;Colibri à gorge rubis;10789;;
ARCORO;Arcanator orostruthus;Modulatrice grivelée;16410;;
ARCPAP;Archboldia papuensis;Jardinier d'Archbold;13180;;
ARCSAN;Archboldia sanfordi;Jardinier de Sanford;13181;;
ARDARA;Ardeotis arabs;Outarde arabe;8382;;
ARDAUS;Ardeotis australis;Outarde d'Australie;8385;;
ARDBAC;Ardeola bacchus;Crabier chinois;6963;;
ARDBOU;Ardea bournei;Héron de Bourne;6952;;
ARDCIN;Ardea cinerea;Héron cendré;6941;;
